"MLD","mbg_Moisture","mbg_Protein","mbg_Starch","mbg_n","nirs_MLD_OG_NIRS","nirs_MLD_PG_NIRS","nirs_MLD_SG_NIRS","nirs_n","delta_moisture","delta_protein","delta_starch","status"
"MLD_020",10.08,10.36,59.11,2,3.94645040233333,12.5142602523334,71.0563675562083,4,-6.13354959766667,2.15426025233335,11.9463675562083,"matched"
"MLD_021",10.065,8.32,63.01,2,3.81637209063333,11.435903628775,72.3551109949167,4,-6.24862790936667,3.115903628775,9.34511099491668,"matched"
"MLD_022",9.525,9.885,61.785,2,4.09464653731667,12.0141528368167,71.7912764867583,4,-5.43035346268333,2.12915283681668,10.0062764867583,"matched"
"MLD_026",10.21,9.4,62.53,2,3.20427620805,12.3368373632417,72.20031204225,4,-7.00572379195,2.93683736324167,9.67031204225003,"matched"
"MLD_028",9.59,10.53,63.62,2,4.917148141125,12.2166603406167,70.5963225047083,4,-4.672851858875,1.68666034061667,6.97632250470832,"matched"
"MLD_029",9.125,11.605,61.215,2,4.80331330822222,12.7743147212222,69.9469748603333,4,-4.32168669177778,1.1693147212222,8.73197486033334,"matched"
"MLD_030",10.15,11.14,61.41,2,4.51587308445,11.7878559112583,70.0994962691833,4,-5.63412691555,0.647855911258326,8.68949626918334,"matched"
"MLD_031",9.785,10.215,62.3,2,5.09244842005556,11.6759182613333,69.9623625013889,4,-4.69255157994444,1.46091826133333,7.6623625013889,"matched"
"MLD_032",10.37,10.06,63.055,2,4.95436618325,12.145213063525,70.480068333925,4,-5.41563381675,2.085213063525,7.425068333925,"matched"
"MLD_033",11,9.875,61.94,2,4.31097813441667,11.556839346875,71.2863063812083,4,-6.68902186558333,1.68183934687502,9.34630638120834,"matched"
"MLD_034",10.235,9.945,62.07,2,4.97825315785556,12.0457157771,70.2667456733889,4,-5.25674684214444,2.1007157771,8.19674567338887,"matched"
"MLD_035",10.095,9.88,63.2,2,4.25867380695833,11.6109849215417,70.545157750375,4,-5.83632619304167,1.73098492154165,7.34515775037497,"matched"
"MLD_036",10.385,9.12,63.875,2,4.12072666491667,11.4357591071666,70.9733584722083,4,-6.26427333508333,2.31575910716665,7.09835847220835,"matched"
"MLD_037",10.505,9.695,62.465,2,4.97146916379167,11.6412443716667,70.6367635727084,4,-5.53353083620833,1.94624437166667,8.17176357270836,"matched"
"MLD_039",10.41,9.95,61.57,2,4.24675848755556,11.543905682,71.1018392774444,4,-6.16324151244444,1.59390568200002,9.53183927744444,"matched"
"MLD_040",10.76,10.49,61.61,2,4.45829843085,11.5258561133917,70.7485904693833,4,-6.30170156915,1.03585611339168,9.13859046938333,"matched"
"MLD_041",9.945,10.295,62.39,2,4.0746864677,12.330227470425,71.2376292546834,4,-5.8703135323,2.035227470425,8.84762925468335,"matched"
"MLD_042",10.48,10.665,63.27,2,4.98284782966667,12.5137242079167,70.0721867879583,4,-5.49715217033333,1.84872420791667,6.80218678795835,"matched"
"MLD_043",9.455,10.925,62.57,2,5.061733635325,13.25134540395,69.4645643233917,4,-4.393266364675,2.32634540395,6.89456432339167,"matched"
"MLD_044",10.79,10.545,62.7,2,4.68679789695834,12.4717025756667,70.4206679662083,4,-6.10320210304166,1.92670257566668,7.72066796620834,"matched"
"MLD_045",9.7,10.47,61.935,2,5.549754798375,12.12529643375,70.020419756625,4,-4.150245201625,1.65529643375003,8.08541975662503,"matched"
"MLD_046",9.645,10.165,62.55,2,5.20470887823333,11.3684027777556,70.8143954806667,4,-4.44029112176667,1.20340277775557,8.26439548066666,"matched"
"MLD_047",9.875,9.335,64.005,2,4.39107142883334,11.5119211277083,71.0095831554167,4,-5.48392857116666,2.17692112770835,7.00458315541668,"matched"
"MLD_048",10.045,11.155,62.34,2,4.91134883965833,13.006703201975,69.6678120931083,4,-5.13365116034167,1.851703201975,7.32781209310832,"matched"
"MLD_049",9.78,10.265,63.105,2,5.25489447520833,11.9063280423333,70.1016626358333,4,-4.52510552479167,1.6413280423333,6.99666263583332,"matched"
"MLD_050",9.47,10.48,62.665,2,4.94517264355,11.6415225902583,70.7379566828667,4,-4.52482735645,1.16152259025833,8.07295668286665,"matched"
"MLD_051",9.655,10.41,63.7,2,5.27635886266667,11.922924002125,70.401420275375,4,-4.37864113733333,1.512924002125,6.701420275375,"matched"
"MLD_052",9.535,10.275,60.77,2,5.10945014955556,10.2227904742222,69.9036081525111,4,-4.42554985044444,-0.0522095257777746,9.1336081525111,"matched"
"MLD_053",10.47,9.67,61.815,2,5.01754629614167,11.48884762125,70.5239876429167,4,-5.45245370385833,1.81884762125,8.70898764291668,"matched"
"MLD_054",9.155,10.25,60.91,2,4.82703781127778,10.0319424205,70.6076162126667,4,-4.32796218872222,-0.2180575795,9.69761621266667,"matched"
"MLD_056",11.08,10.43,61.02,2,3.95469367304166,11.9342228809667,70.588791910825,4,-7.12530632695834,1.50422288096665,9.56879191082499,"matched"
"MLD_057",9.73,9.91,62.665,2,4.1419563114,11.3150996924083,71.3193579991917,4,-5.5880436886,1.40509969240835,8.65435799919165,"matched"
"MLD_059",10.64,9.96,62.825,2,4.420704174025,11.241028523425,70.8575030008917,4,-6.219295825975,1.281028523425,8.03250300089165,"matched"
"MLD_060",9.895,9.61,64.465,2,3.91113660865556,12.3157635795333,71.5372917177111,4,-5.98386339134444,2.70576357953333,7.0722917177111,"matched"
"MLD_063",10.555,8.28,62.435,2,4.16074017685833,11.0921720663417,71.7047263463083,4,-6.39425982314166,2.81217206634167,9.26972634630835,"matched"
"MLD_064",10.485,9.935,62.675,2,4.62001053095833,12.4958494027083,70.2857075372833,4,-5.86498946904167,2.56084940270833,7.61070753728335,"matched"
"MLD_066",9.285,10.32,62.8,2,4.61898764761667,12.1480013688333,70.1139163335583,4,-4.66601235238333,1.82800136883332,7.31391633355832,"matched"
"MLD_067",9.57,11.15,62.445,2,4.73060474799167,14.133542553625,69.3273687362,4,-4.83939525200833,2.983542553625,6.8823687362,"matched"
"MLD_068",10.4,9.42,63.825,2,3.90853576061667,12.5985850811667,71.0402487438083,4,-6.49146423938333,3.17858508116668,7.21524874380832,"matched"
"MLD_069",10.78,9.12,64.21,2,3.87170579705555,12.4552727803889,71.7552799647778,4,-6.90829420294445,3.33527278038887,7.54527996477779,"matched"
"MLD_070",10.39,8.48,63.085,2,4.30368372196667,12.4517590125833,71.4190542220417,4,-6.08631627803334,3.97175901258332,8.33405422204167,"matched"
"MLD_071",10.56,10.155,62.645,2,4.94568885955833,11.8550287405334,70.11215025585,4,-5.61431114044167,1.70002874053335,7.46715025585,"matched"
"MLD_073",10.6,10.155,63.135,2,4.49504643679167,12.3151875734167,71.0758050283333,4,-6.10495356320833,2.16018757341667,7.94080502833329,"matched"
"MLD_074",10.765,9.15,61.63,2,4.083107362125,12.0354148149583,71.3826487859583,4,-6.681892637875,2.88541481495832,9.75264878595833,"matched"
"MLD_075",10.545,9.48,62.92,2,5.10096033009166,11.276554878475,70.645816040075,4,-5.44403966990834,1.79655487847499,7.725816040075,"matched"
"MLD_076",11.33,8.56,61.045,2,3.41141736504445,11.7458826700889,72.2451226128,4,-7.91858263495555,3.1858826700889,11.2001226128,"matched"
"MLD_079",10.135,8.025,63.57,2,4.11972521745833,11.3741840123333,71.8486064275,4,-6.01527478254167,3.34918401233332,8.2786064275,"matched"
"MLD_080",10.94,9.425,62.545,2,3.77550900776667,11.692463032475,71.3094548542667,4,-7.16449099223333,2.267463032475,8.76445485426667,"matched"
"MLD_081",10.48,11.065,62.065,2,4.05581611801111,13.4846920754778,70.1326304964778,4,-6.42418388198889,2.41969207547777,8.06763049647778,"matched"
"MLD_082",10.46,8.59,63.485,2,3.84205501280833,11.2812134345334,71.865608278975,4,-6.61794498719167,2.69121343453335,8.380608278975,"matched"
"MLD_083",10.635,8.18,63.225,2,3.91637751855833,11.4589247863,71.7400540670583,4,-6.71862248144167,3.2789247863,8.51505406705833,"matched"
"MLD_085",9.405,7.225,67.2,2,5.05021648800833,9.96994944422501,72.6580275218333,4,-4.35478351199167,2.74494944422501,5.45802752183334,"matched"
"MLD_086",9.325,9.365,62.615,2,3.79961273075,12.7528935274083,71.3362287521917,4,-5.52538726925,3.38789352740833,8.72122875219166,"matched"
"MLD_087",10.5,9.465,63.625,2,4.2889161905,10.754356808,71.7685597737778,4,-6.2110838095,1.28935680799998,8.14355977377777,"matched"
"MLD_088",9.28,10.44,63.465,2,4.89258599275,12.6505038341667,70.0942490895417,4,-4.38741400725,2.21050383416667,6.62924908954167,"matched"
"MLD_089",10.23,8.31,65.1,2,3.46858103075,10.420365731,72.8398278555417,4,-6.76141896925,2.11036573100002,7.73982785554168,"matched"
"MLD_090",10.855,9.84,62.325,2,3.919007798,12.2391067742916,71.1076447167917,4,-6.935992202,2.39910677429165,8.78264471679168,"matched"
"MLD_094",9.545,9.805,63.84,2,4.67700859301667,12.2234183471083,71.1195807775333,4,-4.86799140698333,2.41841834710833,7.27958077753331,"matched"
"MLD_095",9.56,9.33,62.41,2,4.092955323075,11.97165308795,71.15616493225,4,-5.467044676925,2.64165308795,8.74616493225,"matched"
"MLD_096",10.335,8.59,61.285,2,3.767764687625,11.8659401417417,71.4439706803083,4,-6.567235312375,3.27594014174167,10.1589706803083,"matched"
"MLD_097",9.555,10.14,62.32,2,4.14168045321667,13.5909341733333,70.3408265432083,4,-5.41331954678333,3.45093417333332,8.02082654320832,"matched"
"MLD_098",10.76,9.86,62.065,2,4.400769841675,10.8794377566167,71.3231896083083,4,-6.359230158325,1.01943775661668,9.25818960830833,"matched"
"MLD_099",10.365,9.975,61.475,2,3.80369181433333,11.3343266645834,71.593991279625,4,-6.56130818566666,1.35932666458335,10.118991279625,"matched"
"MLD_100",10.64,10.07,62.825,2,5.54055078805556,11.4071320427778,69.7298787433889,4,-5.09944921194444,1.33713204277777,6.90487874338889,"matched"
"MLD_101",10.97,10.32,61.45,2,3.72815171484167,12.7018611669,71.3917639415833,4,-7.24184828515833,2.3818611669,9.94176394158332,"matched"
"MLD_102",10.2,10.86,51.85,2,6.66531079598333,10.816677133275,70.881723340325,4,-3.53468920401667,-0.0433228667249992,19.031723340325,"matched"
"MLD_104",9.455,9.245,61.66,2,4.07562473816667,11.431679550875,71.6193468093583,4,-5.37937526183333,2.186679550875,9.95934680935832,"matched"
"MLD_105",10.975,10.445,62.14,2,4.4569478054,12.8123363416083,69.9629256565834,4,-6.5180521946,2.36733634160833,7.82292565658335,"matched"
"MLD_106",10.03,10.26,61.06,2,4.63419594375,13.7223914066667,69.8013928730834,4,-5.39580405625,3.46239140666667,8.74139287308336,"matched"
"MLD_107",9.035,11.135,62.135,2,4.95930791701667,12.914998499525,69.252071444225,4,-4.07569208298333,1.779998499525,7.11707144422499,"matched"
"MLD_108",10.305,9.58,62.33,2,4.654371929175,10.7965002377583,70.8796689986417,4,-5.650628070825,1.21650023775832,8.54966899864168,"matched"
"MLD_109",10.34,10.17,62.225,2,4.30711280905833,12.43930869095,70.3502023696,4,-6.03288719094167,2.26930869095,8.1252023696,"matched"
"MLD_110",10.135,10.715,60.91,2,4.13232967453333,12.0080597877417,70.9479829787833,4,-6.00267032546667,1.29305978774168,10.0379829787833,"matched"
"MLD_111",10.45,9.59,61.985,2,4.102749168875,12.887902379,70.4034935634167,4,-6.347250831125,3.297902379,8.41849356341667,"matched"
"MLD_112",10.53,9.45,62.18,2,3.978202750375,12.115717132875,71.2827599843334,4,-6.551797249625,2.66571713287498,9.10275998433335,"matched"
"MLD_113",10.16,10.15,60.275,2,4.02064727729167,12.1131601730833,71.1170733769583,4,-6.13935272270833,1.96316017308333,10.8420733769583,"matched"
"MLD_115",9.41,9.265,61.97,2,4.1652657985,11.16149695725,72.1916542054167,3,-5.2447342015,1.89649695725,10.2216542054167,"matched"
"MLD_116",10.165,11.695,60.63,2,4.28921419379167,13.5017540057917,69.8126993179166,4,-5.87578580620833,1.80675400579167,9.18269931791664,"matched"
"MLD_117",10.785,8.44,62.705,2,3.74809593622222,11.2270548608333,72.0165193346667,4,-7.03690406377778,2.78705486083333,9.31151933466667,"matched"
"MLD_118",11.19,8.8,63.105,2,3.91434413848889,10.9517815482889,71.3461390178556,4,-7.27565586151111,2.15178154828887,8.24113901785556,"matched"
"MLD_119",10.75,9.35,62.525,2,3.96611430254166,11.1837217012916,70.8427429199583,4,-6.78388569745834,1.83372170129165,8.31774291995833,"matched"
"MLD_120",10.09,9.515,62.495,2,3.74412665360833,11.5385143041667,71.8695727666,4,-6.34587334639167,2.02351430416667,9.3745727666,"matched"
"MLD_121",10.215,10.32,62.13,2,4.75986491455834,13.0037217855,70.195262972525,4,-5.45513508544166,2.6837217855,8.065262972525,"matched"
"MLD_122",9.27,11.61,61.795,2,4.47683603769167,11.7586421966,70.3784832637333,4,-4.79316396230833,0.148642196600026,8.58348326373333,"matched"
"MLD_123",10.355,11.7,60.62,2,4.30732926725,12.1601689656666,70.5899550119583,4,-6.04767073275,0.46016896566665,9.96995501195833,"matched"
"MLD_125",10.46,9.65,62.515,2,4.07457949916667,11.3911710182417,71.5131903329666,4,-6.38542050083334,1.74117101824167,8.99819033296664,"matched"
"MLD_126",8.94,9.595,60.38,2,4.45405258077778,10.6419313217222,71.8961639404444,4,-4.48594741922222,1.0469313217222,11.5161639404444,"matched"
"MLD_127",10.355,9.94,64.18,2,4.47923101581667,11.3943089882167,71.0753107068917,4,-5.87576898418333,1.45430898821665,6.89531070689168,"matched"
"MLD_128",10.175,10.36,59.375,2,4.47237602870833,12.688047305625,70.0466956456667,4,-5.70262397129167,2.328047305625,10.6716956456667,"matched"
"MLD_129",10.65,9.455,63.53,2,3.84381693209166,11.6160523493417,71.521690495875,4,-6.80618306790833,2.16105234934168,7.99169049587499,"matched"
"MLD_130",10.79,10.1,63.47,2,4.92187819081667,13.41283869735,69.7731023788417,4,-5.86812180918333,3.31283869735,6.30310237884167,"matched"
"MLD_131",8.56,10.5,60.44,2,3.9685057421,11.0442334891333,72.1050610861083,4,-4.5914942579,0.544233489133333,11.6650610861083,"matched"
"MLD_132",10.665,10.19,61.86,2,4.023884882625,12.159178853,70.9396387735,4,-6.641115117375,1.96917885299997,9.07963877349998,"matched"
"MLD_133",9.8,10.425,62.54,2,3.82255376580834,12.961464405,70.6746445338917,4,-5.97744623419167,2.536464405,8.13464453389168,"matched"
"MLD_134",9.57,10.39,63.32,2,4.63785072166667,12.09321618075,71.2506904602917,4,-4.93214927833333,1.70321618075,7.93069046029168,"matched"
"MLD_135",10.29,10.365,62.71,2,4.59375437104167,12.6475940943333,70.386544863375,4,-5.69624562895833,2.28259409433332,7.67654486337502,"matched"
"MLD_137",9.875,10.005,61.11,2,4.12688718234167,11.9267264525167,70.9744544347583,4,-5.74811281765833,1.92172645251668,9.86445443475831,"matched"
"MLD_139",9.925,10.655,61.325,2,4.8876965762,12.5924782752333,70.2753543218917,4,-5.0373034238,1.93747827523332,8.95035432189165,"matched"
"MLD_140",9.52,9.34,59.16,2,3.923031153225,10.7473106623917,70.6528989156,4,-5.596968846775,1.40731066239167,11.4928989156,"matched"
"MLD_142",10.69,10.07,61.38,2,4.18768877779167,12.1773098786333,70.5008047739,4,-6.50231122220833,2.10730987863333,9.12080477389998,"matched"
"MLD_145",9.185,9.965,61.96,2,4.61839340321667,11.4034664392833,70.9390207290667,4,-4.56660659678333,1.43846643928332,8.97902072906668,"matched"
"MLD_146",9.255,10.345,62.35,2,4.09353332929167,10.9538870096833,71.2339075724,4,-5.16146667070833,0.608887009683325,8.88390757240001,"matched"
"MLD_147",10.17,10.25,61.745,2,4.26878021832222,11.4381063354,71.1093521965444,4,-5.90121978167778,1.18810633540001,9.36435219654443,"matched"
"MLD_149",10.66,11.55,60.885,2,4.83442107844167,11.950924269325,70.3363777160833,4,-5.82557892155833,0.400924269324975,9.45137771608332,"matched"
"MLD_150",9.675,9.24,61.195,2,4.23046429355,12.1403797148834,71.4531610489083,4,-5.44453570645,2.90037971488335,10.2581610489083,"matched"
"MLD_151",12.07,7.36,51.635,2,7.53676740321666,9.73908592068333,71.294525019325,4,-4.53323259678334,2.37908592068333,19.659525019325,"matched"
"MLD_152",9.305,9.585,57.52,2,4.28364981214166,12.1173019568583,70.5050971984,4,-5.02135018785834,2.53230195685832,12.9850971984,"matched"
"MLD_154",9.365,10.675,63.34,2,4.96833984846667,13.5738813955333,69.5094753900083,4,-4.39666015153334,2.89888139553332,6.16947539000833,"matched"
"MLD_156",10.195,10.75,49.91,2,3.878574109,12.3271879197,71.79192276,4,-6.316425891,1.5771879197,21.88192276,"matched"
"MLD_157",10.69,8.9,64.5,2,5.06725935141667,12.4815250634583,70.2756344477083,4,-5.62274064858333,3.58152506345832,5.77563444770833,"matched"
"MLD_158",8.935,10.145,63.57,2,5.12691201758333,12.7879991134166,70.0429121653333,4,-3.80808798241667,2.64299911341665,6.47291216533332,"matched"
"MLD_159",9.365,9.585,63.39,2,4.54884465541666,10.803920745875,73.324960708625,4,-4.81615534458334,1.218920745875,9.934960708625,"matched"
"MLD_161",9.35,10.38,62.86,2,4.662648213025,12.2029510498333,69.899094136575,4,-4.687351786975,1.82295104983332,7.039094136575,"matched"
"MLD_162",10.51,9.17,62.835,2,4.64537127282222,10.5370958114889,72.2621081881889,4,-5.86462872717778,1.36709581148889,9.4271081881889,"matched"
"MLD_163",9.225,11.855,62.02,2,5.03943940000834,14.4874062538667,68.89175249735,4,-4.18556059999167,2.63240625386665,6.87175249735,"matched"
"MLD_164",9.445,10.645,62.4,2,4.18728580276666,12.5152689775083,70.5477547963,4,-5.25771419723334,1.87026897750833,8.1477547963,"matched"
"MLD_165",9.345,8.18,62.785,2,4.33736803135,11.181910570375,71.3440126418333,4,-5.00763196865,3.001910570375,8.55901264183335,"matched"
"MLD_166",9.78,9.695,62.945,2,3.91282338895833,12.4255895615833,71.4852081934167,4,-5.86717661104167,2.73058956158333,8.54020819341665,"matched"
"MLD_167",10.195,9.375,61.55,2,4.14970919283333,10.9066432422333,71.1345981173556,4,-6.04529080716667,1.53164324223333,9.58459811735557,"matched"
"MLD_168",10.57,9.015,63.53,2,4.08502712241667,11.8769109407667,70.7412171045583,4,-6.48497287758333,2.86191094076665,7.21121710455833,"matched"
"MLD_169",9.605,9.76,63.68,2,4.0891079559,11.7284926520889,71.4101928711444,4,-5.5158920441,1.9684926520889,7.73019287114442,"matched"
"MLD_170",10.19,9.495,59.96,2,4.43662400646667,11.2090221644167,70.4497373580417,4,-5.75337599353333,1.71402216441667,10.4897373580417,"matched"
"MLD_171",9.815,9.445,63.965,2,3.694586302825,11.3524529535917,71.5281189601,4,-6.120413697175,1.90745295359167,7.56311896010001,"matched"
"MLD_172",10.265,8.785,63.805,2,4.20412800906666,11.0528831800083,71.0689903259083,4,-6.06087199093334,2.26788318000833,7.26399032590835,"matched"
"MLD_173",9.93,9.665,63.48,2,4.36061422016667,11.5496623118333,71.0091323852083,4,-5.56938577983333,1.88466231183333,7.52913238520831,"matched"
"MLD_174",9.7,8.08,63.95,2,3.89781957269167,10.4505692005167,72.3688269297667,4,-5.80218042730833,2.37056920051667,8.41882692976667,"matched"
"MLD_175",10.155,9.375,63.66,2,4.26818473340833,11.087076664025,71.4605736414584,4,-5.88681526659167,1.71207666402502,7.80057364145836,"matched"
"MLD_176",10.435,10.835,61.44,2,3.97602683972222,11.5465712547222,71.6633461845555,4,-6.45897316027778,0.711571254722234,10.2233461845555,"matched"
"MLD_177",10.145,9.91,62.9,2,4.70669837804166,11.61600399025,70.5277150473333,4,-5.43830162195833,1.70600399025,7.62771504733334,"matched"
"MLD_178",,,,2,,,,4,,,,"matched"
"MLD_179",9.14,10.925,62.895,2,3.2263981184,12.5437028884667,72.2912775676667,4,-5.9136018816,1.61870288846667,9.39627756766667,"matched"
"MLD_180",8.965,9.36,64.165,2,4.93751372895833,11.849460879875,70.4778887430416,4,-4.02748627104167,2.489460879875,6.31288874304165,"matched"
"MLD_181",10.73,10.07,61.855,2,4.30432276924167,10.61594597505,71.4588039398,4,-6.42567723075833,0.545945975050007,9.6038039398,"matched"
"MLD_182",10.7,9.1,62.575,2,4.26163283977778,9.41351392533334,72.4434259203333,4,-6.43836716022222,0.313513925333343,9.86842592033334,"matched"
"MLD_183",12.75,9.3,57.32,2,6.01135027416666,11.6219851970834,70.3419329325,4,-6.73864972583334,2.32198519708335,13.0219329325,"matched"
"MLD_184",9.985,9.985,62.06,2,4.79326185121111,10.3523724131333,72.2147577922111,4,-5.19173814878889,0.367372413133333,10.1547577922111,"matched"
"MLD_185",10.465,8.935,62.3,2,4.67000315590833,10.5227347532667,70.9985382078917,4,-5.79499684409167,1.58773475326668,8.69853820789167,"matched"
"MLD_186",10.06,11.225,62.905,2,4.66816021595833,13.0947487513,69.702840741475,4,-5.39183978404167,1.8697487513,6.797840741475,"matched"
"MLD_187",10.465,10.065,62.005,2,4.41578180590833,12.1560579379417,70.8276131311333,4,-6.04921819409167,2.09105793794167,8.82261313113332,"matched"
"MLD_188",10.495,9.665,65.255,2,4.022293192075,11.3723956823417,71.8123234431667,4,-6.472706807925,1.70739568234168,6.55732344316668,"matched"
"MLD_189",9.63,8.805,64.945,2,3.76586852466667,11.3208772341667,72.1124439240417,4,-5.86413147533333,2.51587723416668,7.16744392404166,"matched"
"MLD_190",10.52,10.88,61.96,2,4.878750224875,12.7612496614166,70.122234980375,4,-5.641249775125,1.88124966141665,8.16223498037503,"matched"
"MLD_191",10.585,9.56,64.705,2,4.042898335175,12.2306090514417,71.7912169774417,4,-6.542101664825,2.67060905144165,7.08621697744168,"matched"
"MLD_192",10.505,10.32,59.14,2,4.18618507195833,12.4635382095417,70.289788881875,4,-6.31881492804166,2.14353820954167,11.149788881875,"matched"
"MLD_193",9.385,10.435,63.285,2,4.27791373334166,11.7767575583417,71.4869354883583,4,-5.10708626665834,1.34175755834167,8.20193548835833,"matched"
"MLD_194",10.65,9.54,61.68,2,3.56556314029167,11.7666613340167,71.5199837366916,4,-7.08443685970833,2.22666133401668,9.83998373669164,"matched"
"MLD_195",9.94,9.78,62.995,2,4.62950272033333,11.9919216896667,70.5639606051667,4,-5.31049727966667,2.21192168966667,7.56896060516667,"matched"
"MLD_196",10.395,10.405,61.41,2,4.540539582625,11.81805042425,70.2541847229167,4,-5.854460417375,1.41305042425,8.84418472291668,"matched"
"MLD_197",9.875,10.645,63.055,2,5.01230308610833,13.6962558588,69.321663093675,4,-4.86269691389167,3.05125585879998,6.266663093675,"matched"
"MLD_198",11.155,11.245,61.235,2,4.4727299332,13.4003343104167,70.4138273239583,4,-6.6822700668,2.15533431041668,9.17882732395832,"matched"
"MLD_199",8.57,9.995,60.235,2,5.87069642545833,12.4542552630834,71.7160987855,4,-2.69930357454167,2.45925526308335,11.4810987855,"matched"
"MLD_200",10.84,8.055,63.88,2,4.41746402580833,10.2214366674333,71.6286253610917,4,-6.42253597419167,2.16643666743333,7.74862536109168,"matched"
"MLD_201",10.38,9.85,63.56,2,4.31557869505833,12.4250383933917,70.6223403930667,4,-6.06442130494166,2.57503839339167,7.06234039306668,"matched"
"MLD_202",9.53,10.695,62.635,2,4.03945447600834,11.8935795068,70.8891934076917,4,-5.49054552399166,1.1985795068,8.25419340769168,"matched"
"MLD_203",10.605,8.75,62.17,2,4.16447644235,11.2537219842083,71.37895895635,4,-6.44052355765,2.50372198420833,9.20895895635,"matched"
"MLD_204",10.43,8.18,62.205,2,4.10790082086667,10.2118449422778,71.6160257128222,4,-6.32209917913333,2.03184494227779,9.41102571282224,"matched"
"MLD_205",9.745,8.27,63.77,2,4.39711411791667,10.4677019913333,71.5480709074583,4,-5.34788588208333,2.19770199133333,7.77807090745832,"matched"
"MLD_206",9.5,10.61,61.9,2,3.65587961671666,13.21999020565,71.70155309035,4,-5.84412038328334,2.60999020565,9.80155309035,"matched"
"MLD_207",10.03,9.935,62.295,2,4.06963863638889,11.4361510807222,71.3913124932222,4,-5.96036136361111,1.5011510807222,9.09631249322223,"matched"
"MLD_208",9.82,9.495,57.005,2,4.13588141066667,11.2112365828333,71.2315067715556,4,-5.68411858933333,1.71623658283333,14.2265067715556,"matched"
"MLD_209",10.56,10.085,59.945,2,3.84549760431667,12.332510828875,70.4736047744333,4,-6.71450239568333,2.247510828875,10.5286047744333,"matched"
"MLD_210",10.545,8.815,63.645,2,3.486245185125,10.7908225853333,72.827547073375,4,-7.058754814875,1.97582258533332,9.18254707337501,"matched"
"MLD_211",9.615,11.345,60.42,2,4.35478434966667,12.4665571848333,70.9350592295417,4,-5.26021565033333,1.12155718483333,10.5150592295416,"matched"
"MLD_212",9.7,9.625,63.24,2,3.97660597158333,12.1230742534583,71.095962206625,4,-5.72339402841666,2.49807425345832,7.85596220662499,"matched"
