trait,ncomp,pretraitement,R2,SEP
HART,14,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3807,0.1299
CT_MS,14,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2626,0.0345
MPT_MS,6,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2591,0.5639
MG_MS,10,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2379,0.308
AMIDON_MS,13,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3288,0.9002
SST_MS,13,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.1467,0.0623
TOTAL_MS,13,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3549,0.4538
AMY_AMI,15,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.1727,0.7489
AP_AMI,12,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.1727,0.7427
AMY_MS,10,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2544,0.5495
APE_MS,5,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2086,0.7753
PALMI_MS,11,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3064,0.044
STEAR_MS,13,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2732,0.0124
OLEIC_MS,17,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3261,0.1929
LINOL_MS,14,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2286,0.1165
ALINO_MS,24,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.065,3e-04
SACms,11,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.1767,0.0519
GLUms,4,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.23,0.0067
FRUms,13,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.0938,0.009
PALMI_MG,25,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3104,0.2733
STEAR_MG,13,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2269,0.1165
OLEIC_MG,12,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2974,1.9085
LINOL_MG,16,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3187,2.329
ALINO_MG,11,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2665,0.0354
SACose,12,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.0876,0.6754
GLUose,8,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3187,0.2762
FRUose,10,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.1334,0.2899
TOTAMms,7,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.3657,0.9014
TOTAGms,10,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.2581,0.297
TOTOSms,9,red_c(10, 10, 1)_snv__sder_c(2, 3, 9),0.1364,0.0646
